id,naslov,leto,ocena
room_2015,Room,2015,97
saving_private_ryan,Saving Private Ryan,1998,92
full_monty,The Full Monty,1997,95
1014793-near_dark,Near Dark,1987,88
10011016-messenger,The Messenger,2009,90
discreet_charm_of_the_bourgeoisie,The Discreet Charm Of The Bourgeoisie (Le Charme Discret de la Bourgeoisie),1972,98
la_grande_illusion,La Grande illusion (Grand Illusion),2012,97
everyday_sunshine_the_story_of_fishbone_2011,Everyday Sunshine: The Story of Fishbone,2011,100
monsters_university,Monsters University,2013,78
million_dollar_baby,Million Dollar Baby,2004,91
the_lunchbox,The Lunchbox,2014,96
we_are_what_we_are_2013,We Are What We Are,2013,85
the_lion_king,The Lion King,2011,91
karate_kid,The Karate Kid,1984,90
1216014-still_walking,Aruitemo Aruitemo (Still Walking),2008,100
wreck_it_ralph,Wreck-it Ralph,2012,86
spiderman_2,Spider-Man 2,2004,93
brave_2012,Brave,2012,78
the_bands_visit,The Band's Visit,2007,98
my-dog-tulip,My Dog Tulip,2010,91
first_descent,First Descent,2005,52
1131148-ned_kelly,Ned Kelly,2003,56
restrepo,Restrepo,2010,96
eraserhead,Eraserhead,1977,91
tarzan,Tarzan,1999,88
empire_strikes_back,Star Wars: Episode V - The Empire Strikes Back,1980,94
playtime,Playtime (Play Time),1967,100
up_for_grabs,Up for Grabs,2005,92
wild_parrots_of_telegraph_hill,The Wild Parrots of Telegraph Hill,2005,95
1200743-wrecking_crew,The Wrecking Crew,2015,94
solaris_1976,Solaris,1976,96
exit_through_the_gift_shop,Exit Through The Gift Shop,2010,96
promises,Promises,2002,96
le_havre_2011,Le Havre,2011,99
poetry_2010,Poetry,2011,100
afghan_star,Afghan Star,2009,100
beauty_and_the_beast_1991,Beauty and the Beast,2012,93
terminator,The Terminator,1984,100
1196077-cloudy_with_a_chance_of_meatballs,Cloudy With a Chance of Meatballs,2009,87
searchers,The Searchers,1956,100
the_leopard_1963,The Leopard,1963,100
trouble_the_water,Trouble the Water,2008,96
jodorowskys_dune,Jodorowsky's Dune,2014,98
waitress,Waitress,2007,89
jaws,Jaws,1975,97
threeextremes,Three...Extremes (Saam gaang yi),2005,84
star_trek_11,Star Trek,2009,95
shanghai_noon,Shanghai Noon,2000,79
up_in_the_air_2009,Up in the Air,2009,91
my_architect,My Architect,2004,93
la-danse----le-ballet-de-lopera-de-paris,La Danse -- Le Ballet de l'Opera de Paris,2009,88
it_happened_one_night,It Happened One Night,1934,98
seres_queridos,Seres queridos,2006,72
charlie_and_the_chocolate_factory,Charlie and the Chocolate Factory,2005,83
oslo_august_31st,"Oslo, August 31st",2012,98
10009355-sugar,Sugar,2008,92
house_of_the_devil,The House of the Devil,2009,86
mrs_brown,Mrs. Brown,1997,94
big_night,Big Night,1996,96
control,Control,2007,87
leviafan,Leviathan,2014,99
her,Her,2013,94
15_minutes,15 Minutes,2001,33
bolt,Bolt,2008,89
born_into_brothels,Born Into Brothels,2004,96
field_of_dreams,Field of Dreams,1989,86
superman_the_movie,Superman,1978,93
1197696-fantastic_mr_fox,Fantastic Mr. Fox,2009,92
1003361-cabinet_of_dr_caligari,Das Cabinet des Dr. Caligari. (The Cabinet of Dr. Caligari),1920,100
1003707-casablanca,Casablanca,1942,97
how_to_train_your_dragon_2,How to Train Your Dragon 2,2014,91
in_the_line_of_fire,In the Line of Fire,1993,95
when_we_were_kings,When We Were Kings,1996,98
heart_of_gold,Neil Young: Heart of Gold,2006,90
amelie,Amélie,2001,89
being_there,Being There,1979,96
a_cat_in_paris,A Cat in Paris,2012,82
1006234-dracula,Dracula,1931,91
lagaan_once_upon_a_time_in_india,Lagaan: Once Upon a Time in India,2001,95
young_frankenstein,Young Frankenstein,1974,92
jonah_hex,Jonah Hex,2010,12
some_like_it_hot,Some Like It Hot,1959,96
pina_3d,Pina,2011,95
1021749-touch_of_evil,Touch of Evil,1958,96
winged_migration,Winged Migration,2003,96
wild_tales,Wild Tales,2015,95
lassie,Lassie,2006,93
freaks,Freaks,1932,94
mission_impossible_rogue_nation,Mission: Impossible Rogue Nation,2015,93
dirty_harry,Dirty Harry,1971,95
jiminy_glick_in_lalawood,Jiminy Glick in Lalawood,2005,22
north-by-northwest,North by Northwest,1959,100
rugrats_movie,The Rugrats Movie,1998,59
true-grit-2010,True Grit,2010,96
two_days_one_night,"Two Days, One Night",2014,97
finders_keepers_2015,Finders Keepers,2015,98
wild_wild_west,Wild Wild West,1999,17
tupac_resurrection,Tupac: Resurrection,2003,78
the_gatekeepers_2012,The Gatekeepers,2013,93
the_look_of_silence,The Look of Silence,2015,96
rivers_and_tides_andy_goldsworthy_working_with_time,Rivers and Tides: Andy Goldsworthy Working With Time,2002,99
10006849-once_in_a_lifetime,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006,82
pokemon_the_movie_3,Pokemon 3: The Movie,2001,22
amy_2015,Amy,2015,96
fargo,Fargo,1996,94
elf,Elf,2003,84
patton,Patton,1970,95
damned_united,The Damned United,2009,93
guardians_of_the_galaxy,Guardians of the Galaxy,2014,91
10011295-samson_and_delilah,Samson and Delilah,2010,94
how_to_survive_a_plague,How to Survive a Plague,2012,99
block_party,Dave Chappelle's Block Party,2006,92
talladega_nights_the_ballad_of_ricky_bobby,Talladega Nights: The Ballad of Ricky Bobby,2006,72
marvels_the_avengers,Marvel's The Avengers,2012,92
monsoon_wedding,Monsoon Wedding,2002,95
elaine_stritch_shoot_me_2013,Elaine Stritch: Shoot Me,2014,98
open_range,Open Range,2003,79
sweet_hereafter,The Sweet Hereafter,1997,100
blue_ruin,Blue Ruin,2014,96
1081497-boxer,The Boxer,1997,80
capturing_the_friedmans,Capturing the Friedmans,2003,97
barry_lyndon,Barry Lyndon,1975,96
contempt,Contempt,1964,94
being_john_malkovich,Being John Malkovich,1999,93
playing_for_keeps_2012,Playing for Keeps,2012,3
beerfest,Beerfest,2006,41
festival_express,Festival Express,2003,96
millions,Millions,2005,87
plagues_and_pleasures_on_the_salton_sea,Plagues & Pleasures on the Salton Sea,2004,96
new_york_doll,New York Doll,2005,90
1213205-prophet,A Prophet (Un prophete),2010,97
searching_for_sugar_man,Searching for Sugar Man,2012,94
knocked_up,Knocked Up,2007,90
abre_los_ojos,Abre los Ojos,1999,85
shrek_2,Shrek 2,2004,88
heart_of_a_dog,Heart of a Dog,2015,98
finding_vivian_maier,Finding Vivian Maier,2014,95
a_hijacking,A Hijacking,2013,95
sideways,Sideways,2004,96
crazy_heart,Crazy Heart,2009,91
1003757-cat_people,Cat People,1942,93
the_lord_of_the_rings_the_return_of_the_king,The Lord of the Rings: The Return of the King,2003,95
american_werewolf_in_london,An American Werewolf in London,1981,89
beats_rhymes_and_life_the_travels_of_a_tribe_called_quest,Beats Rhymes & Life: The Travels of a Tribe Called Quest,2011,90
771363914,The Square,2013,100
1013970-miracle_on_34th_street,Miracle on 34th Street,1947,96
the_wicker_man_1973,The Wicker Man,1973,90
tokyo_godfathers,Tokyo Godfathers,2003,91
bus_174,Bus 174 (Ônibus 174),2003,99
1068779-dead_man_walking,Dead Man Walking,1995,95
mr_peabody_and_sherman,Mr. Peabody & Sherman,2014,79
summer_hours,L'Heure d'été (Summer Hours),2009,93
birdman_2014,Birdman,2014,92
control_room,Control Room,2004,96
alien_saga_2003,Alien Saga,2003,94
kid_stays_in_the_picture,The Kid Stays in the Picture,2002,92
hoop_dreams,Hoop Dreams,1994,98
snowpiercer,Snowpiercer,2014,95
corpse_bride,Tim Burton's Corpse Bride,2005,83
repulsion,Repulsion,1965,100
last_train_home-2009,Last Train Home,2010,100
killer_of_sheep,Killer of Sheep,2007,97
winnie_the_pooh_2011,Winnie the Pooh,2011,90
three_burials_of_melquiades_estrada,The Three Burials of Melquiades Estrada,2006,85
metropolis_2002,Metropolis,2002,87
american_graffiti,American Graffiti,1973,95
beyond_the_mat,Beyond the Mat,1999,82
chinatown,Chinatown,1974,98
before_sunrise,Before Sunrise,1995,100
marley,Marley,2012,95
1010792-its_a_wonderful_life,It's a Wonderful Life,1946,94
battle_of_algiers,La Battaglia di Algeri (The Battle of Algiers),1967,99
the_wrestler,The Wrestler,2008,98
shaun_of_the_dead,Shaun of the Dead,2004,92
twilight_samurai,The Twilight Samurai (Tasogare Seibei),2004,99
1099622-innocents,The Innocents,1961,96
summers_tale,A Summer's Tale,2014,98
about_a_boy,About a Boy,2002,94
the_dark_knight,The Dark Knight,2008,94
no_end_in_sight,No End in Sight,2007,96
1012007-laura,Laura,1944,100
the_punk_singer_2013,The Punk Singer,2013,88
five_obstructions,The Five Obstructions,2003,88
zombieland,Zombieland,2009,89
les_parapluies_de_cherbourg,Les Parapluies de Cherbourg,2004,98
shining,The Shining,1980,91
nightmare_before_christmas,The Nightmare Before Christmas,1993,94
stories_we_tell,Stories We Tell,2013,94
harry_potter_and_the_goblet_of_fire,Harry Potter and the Goblet of Fire,2005,88
1016513-poltergeist,Poltergeist,1982,88
an_education,An Education,2009,94
the-secret-of-roan-inish,The Secret of Roan Inish,1995,98
man_who_shot_liberty_valance,The Man Who Shot Liberty Valance,1962,93
outfoxed_rupert_murdochs_war_on_journalism,Outfoxed: Rupert Murdoch's War on Journalism,2004,85
night_of_the_hunter,The Night of the Hunter,1955,98
league_of_their_own,A League of Their Own,1992,77
1013139-maltese_falcon,The Maltese Falcon,1941,100
deliverance,Deliverance,1972,93
film_unfinished,A Film Unfinished,2010,97
freaky_friday,Freaky Friday,2003,88
philadelphia_story,The Philadelphia Story,1940,100
the_act_of_killing,The Act Of Killing,2013,95
three_kings,Three Kings,1999,94
the_missing_picture,The Missing Picture,2014,99
le_gout_des_autres_2000,Le goût des autres (The Taste of Others),2000,100
1007602-fly,The Fly,1986,91
mr_death_the_rise_and_fall_of_fred_a_leuchter_jr,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1999,100
1015052-night_of_the_living_dead,Night of the Living Dead,1968,96
secret_in_their_eyes,The Secret in Their Eyes (El Secreto de Sus Ojos),2010,91
bowling_for_columbine,Bowling for Columbine,2002,96
monty_python_and_the_holy_grail,Monty Python and the Holy Grail,1975,97
since_otar_left,Since Otar Left,2004,98
hero,Hero,2004,95
titanic,Titanic,1997,88
monty_pythons_life_of_brian,Monty Python's Life of Brian,1979,96
a_field_in_england,A Field in England,2014,87
1015517-omen,The Omen,1976,86
mulan,Mulan,1998,86
1011813-lady_vanishes,The Lady Vanishes,1938,98
sicario_2015,Sicario,2015,93
1003033-brazil,Brazil,1985,98
the_armstrong_lie_2013,The Armstrong Lie,2013,84
the_last_waltz_2002,The Last Waltz,2002,98
good_hair,Good Hair,2009,95
trekkies,Trekkies,1999,86
mccabe_and_mrs_miller,McCabe & Mrs. Miller,1971,90
shine_a_light,Shine a Light,2008,87
hedwig_and_the_angry_inch,Hedwig and the Angry Inch,2001,92
the-third-man,The Third Man,1949,100
elevator_to_the_gallows,Ascenseur pour l'échafaud (Elevator to the Gallows) (Lift to the Scaffold) (Frantic),1958,92
best_worst_movie,Best Worst Movie,2010,95
the_cabin_in_the_woods,The Cabin in the Woods,2012,92
1059629-quick_and_the_dead,The Quick and the Dead,1995,56
star_wars_episode_vii_the_force_awakens,Star Wars: Episode VII - The Force Awakens,2015,93
1046060-high_noon,High Noon,1952,96
1074022-lone_star,Lone Star,1996,93
supercop,Supercop,1992,96
y_tu_mama_tambien,Y Tu Mama Tambien,2001,92
james_and_the_giant_peach,James and the Giant Peach,1996,93
looper,Looper,2012,93
last_picture_show,The Last Picture Show,1971,100
1003318-butch_cassidy_and_the_sundance_kid,Butch Cassidy and the Sundance Kid,1969,89
big,Big,1988,97
chavez_inside_the_coup,Chavez: Inside the Coup,2003,98
tokyo_story,Tokyo Story (Tôkyô monogatari),1953,100
harry_potter_and_the_deathly_hallows_part_2_2011,Harry Potter and the Deathly Hallows - Part 2,2011,96
ponyo,Ponyo,2009,92
10008507-deep_water,Deep Water,2006,96
animal_kingdom,Animal Kingdom,2010,95
boxing_gym,Boxing Gym,2010,93
heavenly_creatures,Heavenly Creatures,1994,92
reanimator,Re-Animator,1985,94
double_indemnity,Double Indemnity,1944,96
bigger_stronger_faster_asterisk,"Bigger, Stronger, Faster*",2008,96
spy_2015,Spy,2015,93
beatles_a_hard_days_night,A Hard Day's Night,1964,99
from_russia_with_love,From Russia With Love,1964,96
singin_in_the_rain,Singin' in the Rain,1952,100
ultimate_x_the_movie,Ultimate X: The Movie,2002,74
my_neighbor_totoro,My Neighbor Totoro,1988,93
1012515-little_shop_of_horrors,Little Shop of Horrors,1986,90
the_illusionist-2009,The Illusionist (L'illusionniste),2010,90
bridge_of_spies,Bridge of Spies,2015,91
sunset_boulevard,Sunset Boulevard,1950,98
1065598-babe,Babe,1995,97
8-12,8 1/2,1963,98
the_little_mermaid_1989,The Little Mermaid,1989,92
my_date_with_drew,My Date With Drew,2004,71
1017641-risky_business,Risky Business,1983,96
spring_2015,Spring,2015,89
man_of_the_year,Man of the Year,2006,21
jesus_camp,Jesus Camp,2006,87
proposition,The Proposition,2005,86
a_band_called_death_2013,A Band Called Death,2013,94
invictus,Invictus,2009,76
20000_days_on_earth,"20,000 Days on Earth",2014,95
obvious_child,Obvious Child,2014,89
that_thing_you_do,That Thing You Do!,1996,93
godfather_part_ii,"The Godfather, Part II",1974,97
howls_moving_castle,Howl's Moving Castle,2005,87
muppet_movie,The Muppet Movie,1979,87
blackfish_2013,Blackfish,2013,98
1008166-general,The General,1927,93
1003625-carrie,Carrie,1976,93
american_movie,American Movie,1999,94
monsieur_lazhar_2011,Monsieur Lazhar,2012,97
1048445-snow_white_and_the_seven_dwarfs,Snow White and the Seven Dwarfs,1937,98
goldfinger,Goldfinger,1964,96
12_years_a_slave,12 Years a Slave,2013,96
annie_hall,Annie Hall,1977,98
once_upon_a_time_in_the_west,Once Upon a Time in the West,1968,98
1001902-beauty_and_the_beast,Beauty and The Beast (La Belle et la bête),1946,95
born_to_be_wild_2011,Born To Be Wild,2011,98
dr_strangelove,Dr. Strangelove Or How I Learned to Stop Worrying and Love the Bomb,1964,99
this_is_spinal_tap,This Is Spinal Tap,1984,95
before_sunset,Before Sunset,2004,95
going_upriver_the_long_war_of_john_kerry,Going Upriver: The Long War of John Kerry,2004,89
1209933-puss_in_boots,Puss in Boots,2011,84
osama,Osama,2004,96
1093641-hurricane,The Hurricane,1999,83
1010939-jason_and_the_argonauts,Jason and the Argonauts,1963,93
breathless,Breathless,1961,97
ghostbusters,Ghostbusters,1984,97
deliver_us_from_evil,Deliver Us from Evil,2006,100
the_hateful_eight,The Hateful Eight,2015,74
1001577-badlands,Badlands,1974,98
room_237_2012,Room 237,2013,94
player,The Player,1992,98
the_arbor_2010,The Arbor,2011,96
one_false_move,One False Move,1992,98
song_of_sparrows,Avaze gonjeshk-ha (The Song of Sparrows),2009,98
moonrise_kingdom,Moonrise Kingdom,2012,93
1000642-all_quiet_on_the_western_front,All Quiet on the Western Front,1930,98
shakespeare_in_love,Shakespeare in Love,1998,92
man_on_wire,Man on Wire,2008,100
step_into_liquid,Step Into Liquid,2003,82
right_stuff,The Right Stuff,1983,98
tristram_shandy_a_cock_and_bull_story,Tristram Shandy: A Cock & Bull Story,2005,90
the_sessions,The Sessions,2012,93
waking_life,Waking Life,2001,80
toy_story_3,Toy Story 3,2010,99
bullets_over_broadway,Bullets Over Broadway,1994,96
short_term_12_2013,Short Term 12,2013,99
when_marnie_was_there,When Marnie Was There,2015,89
the_orphanage,The Orphanage,2007,87
the_keeping_room,The Keeping Room,2015,68
horse_whisperer,The Horse Whisperer,1998,73
sandlot,The Sandlot,1993,57
mary_poppins,Mary Poppins,1964,100
conversation,The Conversation,1974,98
throne_of_blood,Kumonosu Jô (Throne of Blood) (Macbeth),1957,98
tombstone,Tombstone,1993,73
1006037-doctor_zhivago,Doctor Zhivago,1965,83
