koren,stevilo,drama,biography,action,family,horror,fantasy,sport,comedy,crime,mystery,animation,sci_fi,thriller,music,history,film_noir,war,western,romance,musical,adventure
truc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
truck,6,6,0,0,0,0,0,1,0,2,0,0,0,3,1,0,3,0,0,0,0,1
truer,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
trust,23,16,2,8,0,0,1,0,10,4,4,1,0,9,0,5,0,1,0,6,0,4
trusting,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
trustworthy,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
truth,38,30,7,9,4,2,0,7,9,10,14,2,3,16,0,11,0,3,6,7,0,1
try,53,20,2,9,8,2,5,2,22,7,4,9,8,9,2,2,3,4,3,6,3,12
trying,58,25,0,11,20,8,0,4,18,11,2,9,4,15,1,6,5,3,4,13,2,13
tryst,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0
tub,2,0,0,0,0,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0
tubercul,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0
tucker,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
tucson,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
tulas,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
tumhar,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tumult,3,2,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
tunnel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
turbulent,11,11,0,1,2,0,0,0,3,0,0,0,0,0,0,1,0,4,0,7,2,0
turing,4,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0
turk,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2
turkey,10,9,3,0,0,0,2,0,3,0,2,0,1,0,0,3,0,0,0,1,0,0
turkish,14,6,3,2,0,0,1,0,4,0,0,3,1,2,0,5,0,7,1,6,0,4
turmoil,8,3,1,0,0,0,0,0,1,0,0,3,0,0,0,2,0,3,1,4,0,3
turn,138,90,10,19,26,16,19,7,34,36,20,23,10,47,5,10,10,6,3,26,20,14
turner,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
turning,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
turvy,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tutor,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
tuts,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0
tv,16,9,0,9,1,3,6,0,3,0,2,11,7,0,1,1,0,0,1,2,0,0
tw,451,278,35,88,53,33,61,14,131,103,39,53,45,99,20,47,12,48,37,67,38,85
twelv,6,2,0,1,3,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
twentieth,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
twenty,10,8,3,0,0,1,1,1,2,2,0,0,0,0,0,3,1,0,0,3,0,0
twin,10,9,0,0,0,4,0,0,1,1,8,0,0,5,0,0,1,4,0,4,0,0
twink,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
twist,6,3,0,0,2,4,3,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0
twisting,2,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
twisty,7,7,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0
tycoon,8,4,1,0,2,0,0,0,4,3,5,0,0,3,0,0,1,0,2,1,1,0
typ,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0
typical,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
tyrannical,14,2,0,9,3,0,3,0,0,0,0,3,8,8,0,1,0,0,2,5,0,9
tyranny,4,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
tyrant,17,10,6,7,4,0,4,0,4,0,0,4,3,0,0,10,0,10,0,0,0,7
tãkyã,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
tãrkiyã,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uchih,4,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4
ucl,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
udup,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0
uf,4,2,0,1,0,0,0,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0
ufc,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ugandan,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uglines,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ugly,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ugramm,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
uh,2,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
ujjain,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
uk,9,5,2,0,0,2,0,0,4,4,0,0,0,2,0,3,0,0,0,0,2,0
ukrain,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ultimat,11,8,0,1,0,1,0,2,1,0,7,0,8,8,0,0,0,0,0,0,0,2
ultimately,14,6,0,0,9,0,2,0,0,0,0,10,8,0,0,0,0,0,1,0,0,12
ultr,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ultron,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
um,5,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
umf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
unabl,13,12,0,0,2,0,4,0,3,5,2,0,0,4,0,0,0,1,2,0,0,1
unadulterat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
unappreciativ,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
unassuming,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
unattractiv,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
unawar,12,0,0,0,9,1,9,0,2,0,0,9,0,1,0,0,0,0,1,9,10,0
unbalanc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
unbelievabl,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
unborn,6,2,0,4,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
unbridl,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uncensor,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uncertainty,2,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
unchart,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
uncl,11,10,0,2,0,0,0,0,1,6,0,0,0,8,0,0,0,0,0,7,0,0
unclear,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
uncompromising,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
unconfident,8,0,0,0,8,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8
unconsc,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unconscionabl,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uncover,30,23,11,2,0,3,0,2,7,12,6,0,0,20,0,7,2,0,0,4,0,0
uncovering,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
uncultur,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
und,6,1,0,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
undefeat,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
undeniably,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
under,66,41,4,14,7,8,12,4,21,5,10,12,6,16,0,6,2,5,2,14,2,6
underachiever,2,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
undercover,20,8,1,8,5,0,0,0,0,13,3,5,0,13,0,0,2,0,1,0,0,5
underg,9,4,0,3,0,0,0,0,0,0,0,3,4,0,2,0,0,0,0,4,0,3
undergr,3,2,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0
undergroun,12,9,0,1,0,1,0,2,5,1,0,0,0,1,0,0,0,4,0,1,0,0
underneath,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underp,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
undersiz,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
understan,10,0,0,0,8,0,8,0,2,0,0,8,0,0,0,0,0,0,0,0,8,0
understand,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
understanding,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
understudy,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
undertaken,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
undertaker,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
underworl,12,12,0,6,0,0,0,2,1,9,0,0,0,6,0,0,0,0,1,1,0,0
undesirabl,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0
undocument,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
undoing,2,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0
uneasy,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1
uneducat,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
unemploy,26,14,1,0,1,1,0,0,14,7,2,0,0,4,3,0,2,0,1,4,1,0
unethical,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
unexpect,38,28,0,5,5,5,4,0,11,8,9,2,1,21,1,4,0,1,0,1,6,3
unexpectedly,4,2,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0,2,1,0
unexplain,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
unexplor,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
unfairly,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
unfaithful,4,3,0,0,0,0,0,0,0,4,1,0,0,4,0,0,2,0,0,0,0,0
unfamiliar,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
unfol,4,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,4
unfold,7,1,1,5,0,1,0,0,4,4,1,0,0,5,0,1,0,0,1,0,0,0
unforeseen,8,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,7,0,0
unforgettabl,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
unforgivabl,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
unforgiving,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
unfortunately,11,4,0,0,0,0,3,0,8,2,0,0,0,2,3,0,0,0,0,6,3,0
unhappily,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
unhappy,7,4,0,0,2,0,2,0,3,1,0,0,1,3,1,0,3,0,0,1,2,0
unhing,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
union,25,21,2,7,0,0,0,0,9,4,0,0,0,4,0,11,0,14,7,3,0,7
uniq,18,6,3,5,1,0,6,2,2,0,5,0,5,5,2,2,0,0,1,6,0,6
uniquely,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
unit,57,37,19,12,4,0,1,12,11,7,2,6,11,10,1,22,1,13,2,4,3,8
united,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
unity,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
univers,19,5,0,11,4,0,8,0,4,0,0,11,8,1,0,0,0,0,0,0,1,9
university,15,11,5,0,0,0,0,3,6,0,0,0,0,0,1,0,0,0,0,4,3,4
unknowingly,10,7,0,6,0,2,0,0,0,7,0,0,0,7,0,0,1,0,1,0,0,0
unknown,8,4,0,1,0,0,0,4,1,0,1,0,1,4,0,0,2,0,1,0,0,0
unleash,3,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
unlikeliest,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
unlikely,18,9,0,1,9,0,7,2,8,1,0,12,2,0,0,0,0,0,1,3,0,8
unlock,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
unlucky,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0
unmask,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
unmotivat,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
unnam,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
unofficial,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0
unorthodox,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
unplann,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unplugg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
unpredictabl,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
unprincipl,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unravel,8,8,0,0,1,0,0,0,0,2,5,0,0,4,0,0,2,0,1,1,0,1
unraveling,5,5,0,0,0,0,0,0,5,5,0,0,0,5,0,0,0,0,0,0,0,0
unreciprocat,4,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0
unrepeat,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
unresisting,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0
unresolv,4,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0
unrest,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unreveal,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
unsavory,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
unscrupul,9,2,0,0,2,0,3,0,5,3,1,2,0,0,0,0,2,0,1,2,2,0
unseal,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
unseen,2,1,0,1,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
unsettling,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
unsophisticat,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
unspeakabl,2,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
unstabl,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
unstoppabl,3,2,0,1,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1
unsuccessfully,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unsur,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
unsuspecting,3,2,0,0,0,2,0,0,0,2,1,0,0,2,0,0,1,0,0,0,0,0
unsympathetic,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
until,29,26,3,3,7,0,0,2,3,9,4,0,0,8,5,0,6,4,4,7,0,3
untimely,2,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
untol,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
untr,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
unusual,18,8,0,1,8,0,8,0,7,7,1,8,1,7,1,0,0,0,1,1,0,1
unveil,3,2,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0
unwant,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
unwilling,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
unwitting,6,6,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,0
unwittingly,2,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
unwritten,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
up,271,167,37,51,38,14,31,12,59,71,22,43,29,74,7,15,20,22,22,20,7,55
upbringing,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
upcoming,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
updat,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
upendr,4,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0
upheaval,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uphill,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
uphol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
upliftment,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
upmanship,7,7,0,0,0,0,0,0,0,0,7,0,7,7,0,0,0,0,0,0,0,0
upon,46,27,4,14,8,5,10,0,13,3,5,11,10,4,0,10,0,4,1,6,5,21
upper,6,6,1,1,0,0,3,0,2,0,2,0,0,1,0,2,0,2,0,1,1,0
upright,3,3,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0
uprising,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
uproar,4,2,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
uproot,11,11,0,0,9,0,9,2,9,2,0,9,0,0,0,0,0,0,0,0,0,9
upset,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
upsid,9,2,0,0,4,1,0,0,4,0,0,0,0,1,0,0,0,0,0,6,4,0
upskirt,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
upstat,5,5,4,0,0,0,0,0,0,1,0,0,0,1,0,4,1,0,0,1,0,0
urban,13,9,0,2,1,0,0,0,5,7,1,2,0,1,0,1,0,0,0,2,4,2
urchin,9,0,0,0,9,0,9,0,9,0,0,9,0,0,0,0,0,0,0,9,9,9
urg,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
urgent,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
uruguay,5,5,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,5,0,5
us,79,40,4,15,19,0,21,1,34,15,23,22,14,24,1,2,2,4,4,28,13,21
usag,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
usher,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
using,21,13,3,6,0,1,0,5,8,0,0,0,1,3,4,5,0,0,0,8,1,4
ussr,4,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,4,4
usual,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
utah,4,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
utiliz,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
utop,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
utopian,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
utter,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,0,0,0
utteranc,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
uw,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uzumak,4,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4
v,25,12,6,7,10,0,10,1,13,0,0,12,3,4,0,6,0,0,1,11,9,10
vacation,17,10,0,1,10,2,0,0,11,0,0,0,1,1,0,0,0,0,0,8,0,11
vacationing,6,3,0,3,0,1,0,0,3,5,0,0,0,0,0,0,0,0,0,2,0,0
vadeesh,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
vader,29,0,0,28,0,0,28,0,0,0,0,0,29,0,0,0,0,0,0,0,0,28
vagabon,5,1,0,4,0,0,4,0,0,0,0,4,0,4,1,0,0,0,0,0,0,4
vajesang,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
val,10,8,1,0,6,0,0,0,5,0,0,0,0,0,0,0,0,1,1,1,2,0
valdemar,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
valer,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
valet,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
valjean,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
vallbhbh,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
valley,13,1,5,6,4,0,1,5,4,6,0,2,0,6,0,3,0,0,1,0,1,4
vallon,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
valuabl,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0
vampir,21,4,0,7,1,14,9,0,8,0,2,7,4,0,0,0,0,0,0,7,0,5
van,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
vanishing,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
vanquishing,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
var,16,7,2,3,0,0,4,4,5,2,0,5,2,1,1,0,0,1,1,4,1,1
varanas,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
vardon,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
variety,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
variol,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
varion,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
variously,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
varlam,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
varn,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vash,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
vasily,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
vast,6,4,1,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,3
vastly,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
vastnes,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
vaudevill,3,3,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0
veer,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
veerappan,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
veg,4,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0
veget,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
vehicl,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
veil,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
vein,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
velazc,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
venal,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
vendett,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
vengeanc,7,2,0,5,0,0,0,0,1,2,0,0,0,3,0,0,0,0,3,1,0,3
vengeful,16,6,0,7,0,3,2,0,0,3,2,0,5,4,0,0,1,4,0,0,0,9
venic,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
venkateswarl,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0
venky,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0
ventur,17,9,2,3,0,2,4,2,8,1,6,2,2,3,0,2,0,0,0,3,0,3
venturing,2,2,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
verd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
verg,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
verm,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
veronic,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0
vers,6,2,0,2,1,0,1,0,0,3,0,1,0,5,0,0,0,0,0,3,0,1
version,25,14,0,9,2,0,7,0,11,3,1,13,8,9,3,5,0,4,0,4,7,5
vertical,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
very,32,23,0,1,7,0,8,1,13,0,5,2,1,1,3,4,0,2,3,6,8,6
vessel,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
